DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000350,C000052,2021-01-18 23:36:56.216216216,2021-02-06 23:36:56.216216216,Failure to Receive Credit,Toys and Games,42599.16,MC000076,No Documentation Provided,Staff_026,Resolved,"I bought a toy from a merchant and I was disappointed to receive a chargeback on my account. The chargeback was due to failure to receive credit, which is a common issue with online purchases. I am unsure if the product was shipped or not, but I have not received my toy yet. I hope the",resolved in favor of member,2021-03-15 23:36:56.216216216,37,False
DS000351,C000008,2021-01-20 01:56:45.405405404,2021-03-14 01:56:45.405405404,Lack of Disclosure,Pet Supplies,64580.83,MC000062,Receipt,Staff_233,Rejected,"I ordered a pet bed from this company and got a cat bed instead. I contacted them to get a refund, but they wouldn't give me one. I tried to resolve the issue but was unsuccessful. I received a refund from my bank after filing a chargeback.",resolved in favor of merchant,2021-05-09 01:56:45.405405404,0,False
DS000352,C000046,2021-01-21 04:16:34.594594592,2021-02-15 04:16:34.594594592,Canceled Transaction,Footwear,43554.39,MC000083,No Documentation Provided,Staff_334,Pending,I ordered a pair of shoes from this store and they arrived with no box. I had to return them because they were too small.,resolved in favor of member,2021-04-18 04:16:34.594594592,0,False
DS000353,C000064,2021-01-22 06:36:23.783783784,2021-02-25 06:36:23.783783784,Service Not Rendered,Footwear,83104.98,MC000075,Identity Verification Documents,Staff_066,New,"The footwear that I ordered was not up to the mark. I had ordered a black high-heeled shoe, but it was a different color and did not match my outfit. I also noticed that the shoe was of poor quality, as the material was not sturdy enough to withstand,",resolved in favor of merchant,2021-07-30 06:36:23.783783784,0,False
DS000354,C000015,2021-01-23 08:56:12.972972972,2021-02-10 08:56:12.972972972,Merchant Error,Art and Craft,13618.97,MC000036,No Documentation Provided,Staff_145,Resolved,"This review is based on the chargeback reason, product type, and dispute type. The customer is not happy with the product they purchased from an art and craft store. The painting was not as described by the seller and the customer contacted the store to resolve the issue. The dispute was resolved in favor of the merchant and",resolved in favor of merchant,2021-02-11 08:56:12.972972972,1,True
DS000355,C000056,2021-01-24 11:16:02.162162160,2021-03-25 11:16:02.162162160,Merchant Error,Groceries,75565.37,MC000067,Receipt,Staff_319,New,"I am extremely disappointed with this product. The quality of the items was poor and did not meet my expectations. I would not recommend this product to anyone. The customer service was also poor. I had to wait a long time to get a response from the company. The company did not refund my money, Outcome:",resolved in favor of member,2021-04-05 11:16:02.162162160,0,True
DS000356,C000020,2021-01-25 13:35:51.351351352,2021-03-28 13:35:51.351351352,Fraudulent Transaction,Health and Hygiene,38434.97,MC000054,Identity Verification Documents,Staff_193,Rejected,"This is a frustrating situation for me. I had made a purchase from the merchant ID MC000054 for the product type Health and Hygiene with the amount of $38,434.97. However, I have not received the product yet. I have been trying to",resolved in favor of member,2021-08-27 13:35:51.351351352,0,True
DS000357,C000032,2021-01-26 15:55:40.540540540,2021-02-12 15:55:40.540540540,Canceled Transaction,Toys and Games,31257.42,MC000092,Fraud Report,Staff_086,New,"I'm very disappointed with the purchase I made from this store. I ordered a toy car and it was delivered damaged. The car had some scratches and dents, which is not acceptable. I tried to contact the customer support but they were not very helpful. They said that it's not their responsibility",resolved in favor of member,2021-05-15 15:55:40.540540540,0,True
DS000358,C000026,2021-01-27 18:15:29.729729728,2021-03-23 18:15:29.729729728,Unrecognized Transaction,Toys and Games,61896.73,MC000065,Correspondence,Staff_107,Pending,I am not sure how this chargeback was initiated as I did not make this purchase. I did not receive this item. I am not sure whether I made an online payment. I did not make this transaction. Please investigate this transaction.,resolved in favor of merchant,2021-09-21 18:15:29.729729728,0,True
DS000359,C000049,2021-01-28 20:35:18.918918920,2021-02-19 20:35:18.918918920,Canceled Transaction,Health and Hygiene,75077.57,MC000026,Fraud Report,Staff_283,Rejected,"I am a customer of XXXXXX. I bought a health and hygiene product on January 28, 2021. The merchant was XXXXXX. The chargeback amount was $75077.57. The dispute type was canceled transaction.",resolved in favor of member,2021-03-04 20:35:18.918918920,0,True
DS000360,C000078,2021-01-29 22:55:08.108108108,2021-02-18 22:55:08.108108108,Services Rendered but Unsatisfactory,Pet Supplies,38934.88,MC000085,Receipt,Staff_350,Rejected,"I ordered a product from this merchant, but it was not up to my expectations. The product was not as described, and I am requesting a refund. I am disappointed in the quality of the product and the service provided.",resolved in favor of member,2021-05-07 22:55:08.108108108,0,True
DS000361,C000058,2021-01-31 01:14:57.297297296,2021-04-07 01:14:57.297297296,Product Defective,Footwear,13023.9,MC000002,Terms and Conditions,Staff_317,Resolved,"Cheap product, terrible quality.",resolved in favor of merchant,2021-08-25 01:14:57.297297296,140,False
DS000362,C000038,2021-02-01 03:34:46.486486484,2021-05-02 03:34:46.486486484,Return Policy Violation,Art and Craft,62284.53,MC000086,No Documentation Provided,Staff_338,Pending,"I purchased a painting from this merchant, but I was very disappointed with the quality. The colors were dull and the painting was not well executed. I attempted to return it, but the merchant refused to accept it. I feel like I was scammed and I will not be shopping with this merchant again.",resolved in favor of merchant,2021-09-16 03:34:46.486486484,0,True
DS000363,C000035,2021-02-02 05:54:35.675675676,2021-04-17 05:54:35.675675676,Lack of Disclosure,Pet Supplies,45213.96,MC000075,Bank Statement,Staff_185,Rejected,"I ordered some pet supplies from a merchant on March 15th, and they charged me $452.14. However, the product never arrived, and when I contacted the merchant, they refused to refund my money. I tried to file a dispute with my bank, but they, Outcome:",resolved in favor of merchant,2021-05-22 05:54:35.675675676,0,False
DS000364,C000096,2021-02-03 08:14:24.864864864,2021-05-04 08:14:24.864864864,Canceled Transaction,Pet Supplies,68584.06,MC000059,Terms and Conditions,Staff_127,Pending,"I ordered a product from this website, and it was not what I expected. The product was poorly made and did not meet my expectations. I am disappointed with the transaction and expect a refund.",resolved in favor of merchant,2021-07-11 08:14:24.864864864,0,False
DS000365,C000091,2021-02-04 10:34:14.054054052,2021-03-25 10:34:14.054054052,Unrecognized Transaction,Health and Hygiene,8125.87,MC000060,Correspondence,Staff_171,Resolved,I recently made a purchase from a health and hygiene store online and received a face mask that was not what I ordered. The mask I received was not as effective as the one advertised and I would like to dispute this charge and request a refund.,resolved in favor of merchant,2021-08-29 10:34:14.054054052,157,True
DS000366,C000046,2021-02-05 12:54:03.243243244,2021-03-05 12:54:03.243243244,Billing Descriptor Issue,Toys and Games,68157.9,MC000097,Terms and Conditions,Staff_036,Pending,"The purchase of a toy product from a popular toy store did not meet the customer's expectations. The product was advertised as a doll, but the customer received a toy truck instead. This led to the customer filing a chargeback disputing the charge. The customer was dissatisfied with the product and demanded a",resolved in favor of member,2021-04-20 12:54:03.243243244,0,True
DS000367,C000062,2021-02-06 15:13:52.432432432,2021-04-06 15:13:52.432432432,Identity Theft,Automotive Appliances,42122.03,MC000036,Fraud Report,Staff_198,Pending,"I recently purchased a car from a dealership and I was charged for it. However, I never received the car. I contacted the dealership and they told me that the car was delivered to my address. I checked my address and there was no car there. I contacted the dealership again and they told me that",resolved in favor of merchant,2021-04-28 15:13:52.432432432,0,True
DS000368,C000042,2021-02-07 17:33:41.621621620,2021-05-08 17:33:41.621621620,Lack of Disclosure,Fashion hub,79769.75,MC000079,Terms and Conditions,Staff_159,Resolved,The item did not look like the photo.,resolved in favor of member,2021-08-19 17:33:41.621621620,103,True
DS000369,C000087,2021-02-08 19:53:30.810810812,2021-04-03 19:53:30.810810812,Return Policy Violation,Health and Hygiene,68665.51,MC000072,Photos/Videos,Staff_030,Rejected,"The product received was not as advertised, and I am requesting a refund.",resolved in favor of member,2021-06-16 19:53:30.810810812,0,True
DS000370,C000051,2021-02-09 22:13:20.000000000,2021-02-20 22:13:20.000000000,Unauthorized Recurring Charge,Pet Supplies,32677.21,MC000066,Photos/Videos,Staff_386,Pending,I am writing to dispute the charge on my credit card for a recurring charge for pet supplies. I did not authorize this charge and have not used the merchant's services in over a year. I have contacted the merchant and they have been unable to provide any information about the charge. I have requested a refund,resolved in favor of merchant,2021-06-21 22:13:20.000000000,0,True
DS000371,C000089,2021-02-11 00:33:09.189189188,2021-03-31 00:33:09.189189188,Failure to Receive Credit,Toys and Games,20882.3,MC000015,Receipt,Staff_156,Pending,"I ordered a toy gun from MC000015 on 2021-02-11 00:33:09.189189188, but when it arrived, I did not receive the credit promised. I was disappointed with the company",resolved in favor of member,2021-05-18 00:33:09.189189188,0,False
